Ticker,Ex-Div Date,Dividend,Price on Ex-Date,Frequency,Source,Scraped At,Annualized Yield %
AIYY,2024-06-06,0.875,12.62,monthly,yfinance,2025-08-11 19:51:29Z,83.2012678288431
AIYY,2024-07-05,0.397,11.68,monthly,yfinance,2025-08-11 19:51:30Z,40.78767123287672
AIYY,2024-08-07,0.357,9.44,monthly,yfinance,2025-08-11 19:51:31Z,45.38135593220339
AIYY,2024-09-06,0.36,8.619,monthly,yfinance,2025-08-11 19:51:31Z,50.12182387747999
AIYY,2024-10-24,0.724,8.54,monthly,yfinance,2025-08-11 19:51:31Z,101.73302107728337
AIYY,2024-11-21,0.86,9.84,monthly,yfinance,2025-08-11 19:51:32Z,104.8780487804878
AIYY,2024-12-19,0.872,8.55,monthly,yfinance,2025-08-11 19:51:32Z,122.38596491228068
AIYY,2025-01-16,0.376,7.72,monthly,yfinance,2025-08-11 19:51:33Z,58.44559585492228
AIYY,2025-02-13,0.371,7.35,monthly,yfinance,2025-08-11 19:51:33Z,60.57142857142858
AIYY,2025-03-13,0.322,4.72,monthly,yfinance,2025-08-11 19:51:34Z,81.86440677966101
AIYY,2025-04-10,0.23,4.45,monthly,yfinance,2025-08-11 19:51:34Z,62.022471910112365
AIYY,2025-05-08,0.325,4.59,monthly,yfinance,2025-08-11 19:51:35Z,84.96732026143792
AIYY,2025-06-05,0.321,4.34,monthly,yfinance,2025-08-11 19:51:35Z,88.7557603686636
AIYY,2025-07-03,0.16,4.27,monthly,yfinance,2025-08-11 19:51:36Z,44.9648711943794
AIYY,2025-07-31,0.181,3.74,monthly,yfinance,2025-08-11 19:51:36Z,58.07486631016041
AMDY,2023-11-08,1.118,19.632,monthly,yfinance,2025-08-11 19:51:38Z,68.33740831295843
AMDY,2023-12-07,0.443,21.139999,monthly,yfinance,2025-08-11 19:51:38Z,25.146642627561143
AMDY,2024-01-05,1.411,20.52,monthly,yfinance,2025-08-11 19:51:39Z,82.51461988304095
AMDY,2024-02-07,1.674,20.91,monthly,yfinance,2025-08-11 19:51:39Z,96.06886657101865
AMDY,2024-03-06,1.374,23.08,monthly,yfinance,2025-08-11 19:51:40Z,71.43847487001733
AMDY,2024-04-04,1.113,18.09,monthly,yfinance,2025-08-11 19:51:40Z,73.83084577114428
AMDY,2024-05-06,0.511,16.6,monthly,yfinance,2025-08-11 19:51:41Z,36.93975903614457
AMDY,2024-06-06,0.901,17.111,monthly,yfinance,2025-08-11 19:51:41Z,63.18742329495647
AMDY,2024-07-05,0.735,17.0,monthly,yfinance,2025-08-11 19:51:42Z,51.88235294117647
AMDY,2024-08-07,0.431,12.77,monthly,yfinance,2025-08-11 19:51:42Z,40.501174628034455
AMDY,2024-09-06,0.929,12.5,monthly,yfinance,2025-08-11 19:51:43Z,89.184
AMDY,2024-10-17,0.921,13.32,monthly,yfinance,2025-08-11 19:51:43Z,82.97297297297297
AMDY,2024-11-14,0.814,11.54,monthly,yfinance,2025-08-11 19:51:44Z,84.64471403812824
AMDY,2024-12-12,0.304,10.66,monthly,yfinance,2025-08-11 19:51:44Z,34.22138836772983
AMDY,2025-01-08,0.34,9.74,monthly,yfinance,2025-08-11 19:51:45Z,41.889117043121146
AMDY,2025-02-06,0.381,8.67,monthly,yfinance,2025-08-11 19:51:45Z,52.73356401384083
AMDY,2025-03-06,0.253,7.74,monthly,yfinance,2025-08-11 19:51:46Z,39.224806201550386
