Ticker,Ex-Div Date,Dividend,Price on Ex-Date,Frequency,Source,Scraped At,Annualized Yield %
AMDY,2025-04-03,0.277,7.04,monthly,yfinance,2025-08-11 19:51:46Z,47.2159090909091
AMDY,2025-05-01,0.337,6.75,monthly,yfinance,2025-08-11 19:51:47Z,59.91111111111111
AMDY,2025-05-29,0.423,7.34,monthly,yfinance,2025-08-11 19:51:47Z,69.15531335149863
AMDY,2025-06-26,0.463,8.23,monthly,yfinance,2025-08-11 19:51:49Z,67.50911300121506
AMDY,2025-07-24,0.566,8.43,monthly,yfinance,2025-08-11 19:51:49Z,80.5693950177936
AMDY,2025-08-21,0.544,7.84,monthly,yfinance,2025-08-25 09:04:55Z,83.26530612244899
AMZY,2023-09-08,0.471,21.33,monthly,yfinance,2025-08-11 19:51:50Z,26.49789029535865
AMZY,2023-10-06,0.634,19.469999,monthly,yfinance,2025-08-11 19:51:51Z,39.07550277737559
AMZY,2023-11-08,0.544,20.5,monthly,yfinance,2025-08-11 19:51:51Z,31.84390243902439
AMZY,2023-12-07,0.469,20.690001,monthly,yfinance,2025-08-11 19:51:52Z,27.201545326169875
AMZY,2024-01-05,0.368,20.059999,monthly,yfinance,2025-08-11 19:51:52Z,22.013959223028877
AMZY,2024-02-07,0.684,22.34,monthly,yfinance,2025-08-11 19:51:53Z,36.74127126230976
AMZY,2024-03-06,0.643,22.25,monthly,yfinance,2025-08-11 19:51:53Z,34.678651685393255
AMZY,2024-04-04,0.697,22.809999,monthly,yfinance,2025-08-11 19:51:54Z,36.66812962157516
AMZY,2024-05-06,0.973,23.059999,monthly,yfinance,2025-08-11 19:51:54Z,50.63313315841861
AMZY,2024-06-06,0.954,21.860001,monthly,yfinance,2025-08-11 19:51:55Z,52.36962248995323
AMZY,2024-07-05,0.765,22.120001,monthly,yfinance,2025-08-11 19:51:55Z,41.50090228296102
AMZY,2024-08-07,0.474,18.280001,monthly,yfinance,2025-08-11 19:51:56Z,31.11597203960766
AMZY,2024-09-06,0.656,18.309999,monthly,yfinance,2025-08-11 19:51:56Z,42.9929024026708
AMZY,2024-10-24,0.763,18.68,monthly,yfinance,2025-08-11 19:51:58Z,49.014989293361886
AMZY,2024-11-21,1.173,18.5,monthly,yfinance,2025-08-11 19:51:58Z,76.08648648648649
AMZY,2024-12-19,0.862,19.059999,monthly,yfinance,2025-08-11 19:51:59Z,54.27072687674327
AMZY,2025-01-16,0.401,18.639999,monthly,yfinance,2025-08-11 19:51:59Z,25.81545202872597
AMZY,2025-02-13,0.548,18.959999,monthly,yfinance,2025-08-11 19:52:01Z,34.683546133098424
AMZY,2025-03-13,0.418,16.049999,monthly,yfinance,2025-08-11 19:52:01Z,31.252338395784324
AMZY,2025-04-10,0.488,14.85,monthly,yfinance,2025-08-11 19:52:02Z,39.43434343434343
AMZY,2025-05-08,0.796,15.22,monthly,yfinance,2025-08-11 19:52:02Z,62.759526938239155
AMZY,2025-06-05,0.596,15.52,monthly,yfinance,2025-08-11 19:52:03Z,46.08247422680412
AMZY,2025-07-03,0.59,15.96,monthly,yfinance,2025-08-11 19:52:03Z,44.3609022556391
AMZY,2025-07-31,0.642,15.98,monthly,yfinance,2025-08-11 19:52:04Z,48.21026282853567
APLY,2023-06-07,0.288,21.252001,monthly,yfinance,2025-08-11 19:52:04Z,16.26199810549604
APLY,2023-07-07,0.633,21.968,monthly,yfinance,2025-08-11 19:52:05Z,34.57756737072105
APLY,2023-08-04,0.556,20.610001,monthly,yfinance,2025-08-11 19:52:05Z,32.37263307265245
APLY,2023-09-08,0.226,19.27,monthly,yfinance,2025-08-11 19:52:06Z,14.073689673066944
APLY,2023-10-06,0.478,18.700001,monthly,yfinance,2025-08-11 19:52:06Z,30.673795151133948
APLY,2023-11-08,0.173,19.040001,monthly,yfinance,2025-08-11 19:52:07Z,10.90336077188231
APLY,2023-12-07,0.466,19.591,monthly,yfinance,2025-08-11 19:52:07Z,28.54371905466796
APLY,2024-01-05,0.56,17.889999,monthly,yfinance,2025-08-11 19:52:09Z,37.562886392559335
APLY,2024-02-07,0.173,18.459999,monthly,yfinance,2025-08-11 19:52:09Z,11.245937770635846
APLY,2024-03-06,0.416,16.549999,monthly,yfinance,2025-08-11 19:52:10Z,30.163143816504157
APLY,2024-04-04,0.384,16.559999,monthly,yfinance,2025-08-11 19:52:10Z,27.8260886368411
APLY,2024-05-06,0.339,16.68,monthly,yfinance,2025-08-11 19:52:12Z,24.388489208633096
APLY,2024-06-06,0.404,17.42,monthly,yfinance,2025-08-11 19:52:13Z,27.8300803673938
APLY,2024-07-05,0.323,18.41,monthly,yfinance,2025-08-11 19:52:13Z,21.05377512221619
APLY,2024-08-07,0.35,17.040001,monthly,yfinance,2025-08-11 19:52:14Z,24.64788587747148
APLY,2024-09-06,0.453,17.309999,monthly,yfinance,2025-08-11 19:52:14Z,31.403814639157403
APLY,2024-10-24,0.343,17.65,monthly,yfinance,2025-08-11 19:52:15Z,23.320113314447596
APLY,2024-11-21,0.335,17.459999,monthly,yfinance,2025-08-11 19:52:15Z,23.024056301492347
APLY,2024-12-19,0.422,18.01,monthly,yfinance,2025-08-11 19:52:16Z,28.11771238200999
APLY,2025-01-16,0.284,16.290001,monthly,yfinance,2025-08-11 19:52:17Z,20.92080902880239
APLY,2025-02-13,0.363,16.639999,monthly,yfinance,2025-08-11 19:52:17Z,26.177886188574888
APLY,2025-03-13,0.344,14.37,monthly,yfinance,2025-08-11 19:52:18Z,28.726513569937374
APLY,2025-04-10,0.302,12.88,monthly,yfinance,2025-08-11 19:52:18Z,28.136645962732914
APLY,2025-05-08,0.651,12.92,monthly,yfinance,2025-08-11 19:52:19Z,60.464396284829725
APLY,2025-06-05,0.312,12.6,monthly,yfinance,2025-08-11 19:52:19Z,29.714285714285715
APLY,2025-07-03,0.27,13.0,monthly,yfinance,2025-08-11 19:52:20Z,24.923076923076927
APLY,2025-07-31,0.41,12.55,monthly,yfinance,2025-08-11 19:52:20Z,39.20318725099602
BABO,2024-09-06,0.702,19.681999,monthly,yfinance,2025-08-11 19:52:21Z,42.80053057618791
BABO,2024-10-10,1.293,22.790001,monthly,yfinance,2025-08-11 19:52:22Z,68.08248933380915
BABO,2024-11-07,0.825,20.65,monthly,yfinance,2025-08-11 19:52:23Z,47.941888619854716
BABO,2024-12-05,0.729,17.43,monthly,yfinance,2025-08-11 19:52:23Z,50.1893287435456
BABO,2025-01-03,0.445,16.837999,monthly,yfinance,2025-08-11 19:52:23Z,31.713982166170695
BABO,2025-01-30,0.469,18.6,monthly,yfinance,2025-08-11 19:52:24Z,30.25806451612903
BABO,2025-02-27,1.919,21.09,monthly,yfinance,2025-08-11 19:52:24Z,109.18918918918918
BABO,2025-03-27,0.758,20.280001,monthly,yfinance,2025-08-11 19:52:25Z,44.85206879427669
BABO,2025-04-24,0.659,16.620001,monthly,yfinance,2025-08-11 19:52:25Z,47.58122457393355
BABO,2025-05-22,1.0,16.25,monthly,yfinance,2025-08-11 19:52:25Z,73.84615384615385
BABO,2025-06-20,0.431,15.13,monthly,yfinance,2025-08-11 19:52:26Z,34.183740912095175
BABO,2025-07-17,0.382,15.01,monthly,yfinance,2025-08-11 19:52:26Z,30.539640239840104
BABO,2025-08-14,0.754,14.99,monthly,yfinance,2025-08-18 06:36:32Z,60.360240160106734
BETZ,2020-12-29,0.071,26.110001,annual,yfinance,2025-08-11 19:52:27Z,0.27192645454130776
BETZ,2022-12-13,0.095,15.82,annual,yfinance,2025-08-11 19:52:28Z,0.6005056890012642
BETZ,2024-12-30,0.162,18.9,monthly,yfinance,2025-08-11 19:52:28Z,10.285714285714285
BIGY,2025-01-08,0.513,50.192001,monthly,yfinance,2025-08-11 19:52:29Z,12.264902528990627
BIGY,2025-02-05,0.502,50.311001,monthly,yfinance,2025-08-11 19:52:29Z,11.973524438521906
BIGY,2025-03-05,0.502,48.077,monthly,yfinance,2025-08-11 19:52:30Z,12.529899952160076
BIGY,2025-04-02,0.458,45.867001,monthly,yfinance,2025-08-11 19:52:30Z,11.982470796379298
BIGY,2025-05-07,0.461,45.444,monthly,yfinance,2025-08-11 19:52:32Z,12.173224188011618
BIGY,2025-06-04,0.48,47.966999,monthly,yfinance,2025-08-11 19:52:32Z,12.008255926121207
BIGY,2025-07-02,0.498,49.471001,monthly,yfinance,2025-08-11 19:52:33Z,12.079804085629881
BIGY,2025-08-06,0.505,50.27,monthly,yfinance,2025-08-11 19:52:33Z,12.054903520986672
BITO,2023-02-01,0.149,14.79,monthly,yfinance,2025-08-11 19:52:34Z,12.089249492900608
BITO,2023-03-01,0.101,14.43,monthly,yfinance,2025-08-11 19:52:34Z,8.399168399168401
BITO,2023-04-03,0.465,16.76,monthly,yfinance,2025-08-11 19:52:36Z,33.29355608591885
BITO,2023-05-01,0.417,16.08,monthly,yfinance,2025-08-11 19:52:36Z,31.11940298507463
BITO,2023-06-01,0.428,15.02,monthly,yfinance,2025-08-11 19:52:36Z,34.19440745672437
BITO,2023-07-03,0.664,16.73,monthly,yfinance,2025-08-11 19:52:37Z,47.62701733413031
BITO,2023-08-01,0.385,15.16,monthly,yfinance,2025-08-11 19:52:38Z,30.474934036939317
BITO,2023-09-01,0.005,13.17,monthly,yfinance,2025-08-11 19:52:38Z,0.45558086560364464
BITO,2023-10-02,0.074,14.27,monthly,yfinance,2025-08-11 19:52:39Z,6.222845129642606
BITO,2023-11-01,0.14,17.530001,monthly,yfinance,2025-08-11 19:52:39Z,9.58357047441127
BITO,2023-12-01,0.127,19.27,bi-weekly,yfinance,2025-08-11 19:52:39Z,17.13544369486248
BITO,2023-12-20,0.147,21.370001,bi-weekly,yfinance,2025-08-11 19:52:40Z,17.884884516383504
BITO,2024-02-01,0.356,20.389999,monthly,yfinance,2025-08-11 19:52:41Z,20.95144781517645
BITO,2024-03-01,0.726,29.0,monthly,yfinance,2025-08-11 19:52:41Z,30.04137931034483
BITO,2024-04-01,1.145,30.639999,monthly,yfinance,2025-08-11 19:52:42Z,44.84334350010912
BITO,2024-05-01,1.681,23.059999,monthly,yfinance,2025-08-11 19:52:42Z,87.47615296947757
BITO,2024-06-03,1.768,26.16,monthly,yfinance,2025-08-11 19:52:43Z,81.10091743119267
BITO,2024-07-01,1.503,22.15,monthly,yfinance,2025-08-11 19:52:43Z,81.42663656884875
BITO,2024-08-01,1.447,20.610001,monthly,yfinance,2025-08-11 19:52:44Z,84.25035981318003
BITO,2024-09-03,1.209,17.59,monthly,yfinance,2025-08-11 19:52:44Z,82.4786810687891
BITO,2024-10-01,1.091,17.59,monthly,yfinance,2025-08-11 19:52:44Z,74.42865264354747
BITO,2024-11-01,0.994,18.68,monthly,yfinance,2025-08-11 19:52:45Z,63.85438972162741
BITO,2024-12-02,0.996,24.700001,monthly,yfinance,2025-08-11 19:52:46Z,48.388662008556196
BITO,2024-12-23,1.113,22.74,semi-monthly,yfinance,2025-08-11 19:52:47Z,117.46701846965699
BITO,2025-02-03,0.937,23.59,monthly,yfinance,2025-08-11 19:52:47Z,47.664264518863924
BITO,2025-03-03,0.72,19.209999,monthly,yfinance,2025-08-11 19:52:48Z,44.976577041987355
BITO,2025-04-01,0.361,18.49,monthly,yfinance,2025-08-11 19:52:48Z,23.428880475932935
BITO,2025-05-01,0.545,20.42,monthly,yfinance,2025-08-11 19:52:49Z,32.02742409402547
BITO,2025-06-02,0.997,20.950001,monthly,yfinance,2025-08-11 19:52:49Z,57.10739584212908
BITO,2025-07-01,0.777,20.27,monthly,yfinance,2025-08-11 19:52:50Z,45.9990133201776
BITO,2025-08-01,1.209,20.5,monthly,yfinance,2025-08-11 19:52:50Z,70.77073170731708
CONY,2023-10-06,1.209,19.27,monthly,yfinance,2025-08-11 19:52:51Z,75.28801245459263
CONY,2023-11-08,1.078,21.549999,monthly,yfinance,2025-08-11 19:52:52Z,60.027845012893046
CONY,2023-12-07,2.462,23.040001,monthly,yfinance,2025-08-11 19:52:52Z,128.2291611011649
CONY,2024-01-05,2.693,23.459999,monthly,yfinance,2025-08-11 19:52:53Z,137.74936648548027
CONY,2024-02-07,1.075,18.82,monthly,yfinance,2025-08-11 19:52:53Z,68.54410201912859
CONY,2024-03-06,1.662,26.02,monthly,yfinance,2025-08-11 19:52:54Z,76.64873174481168
CONY,2024-04-04,2.794,25.82,monthly,yfinance,2025-08-11 19:52:55Z,129.8528272656855
CONY,2024-05-06,2.281,22.950001,monthly,yfinance,2025-08-11 19:52:55Z,119.26796865934777
CONY,2024-06-06,1.698,22.66,monthly,yfinance,2025-08-11 19:52:55Z,89.92056487202117
CONY,2024-07-05,1.573,19.18,monthly,yfinance,2025-08-11 19:52:56Z,98.415015641293
CONY,2024-08-07,1.006,14.1,monthly,yfinance,2025-08-11 19:52:57Z,85.61702127659574
CONY,2024-09-06,1.043,11.34,monthly,yfinance,2025-08-11 19:52:58Z,110.37037037037037
CONY,2024-10-17,1.11,13.57,monthly,yfinance,2025-08-11 19:52:59Z,98.15770081061164
CONY,2024-11-14,2.023,15.07,monthly,yfinance,2025-08-11 19:52:59Z,161.08825481088255
CONY,2024-12-12,1.339,15.75,monthly,yfinance,2025-08-11 19:52:59Z,102.01904761904761
CONY,2025-01-08,0.834,12.44,monthly,yfinance,2025-08-11 19:53:00Z,80.45016077170418
CONY,2025-02-06,1.047,11.9,monthly,yfinance,2025-08-11 19:53:00Z,105.57983193277312
CONY,2025-03-06,0.599,9.36,monthly,yfinance,2025-08-11 19:53:01Z,76.7948717948718
CONY,2025-04-03,0.438,7.22,monthly,yfinance,2025-08-11 19:53:01Z,72.79778393351802
CONY,2025-05-01,0.651,7.45,monthly,yfinance,2025-08-11 19:53:01Z,104.85906040268456
CONY,2025-05-29,0.735,7.75,monthly,yfinance,2025-08-11 19:53:02Z,113.80645161290323
CONY,2025-06-26,0.535,9.66,monthly,yfinance,2025-08-11 19:53:03Z,66.45962732919256
CONY,2025-07-24,0.795,9.05,monthly,yfinance,2025-08-11 19:53:03Z,105.41436464088399
CONY,2025-08-21,0.344,6.69,monthly,yfinance,2025-08-25 09:04:58Z,61.704035874439455
CRSH,2024-06-06,0.954,19.667,monthly,yfinance,2025-08-11 19:53:04Z,58.20918289520516
CRSH,2024-07-05,0.815,13.2,monthly,yfinance,2025-08-11 19:53:04Z,74.09090909090908
CRSH,2024-08-07,0.847,16.25,monthly,yfinance,2025-08-11 19:53:05Z,62.5476923076923
CRSH,2024-09-06,0.988,14.22,monthly,yfinance,2025-08-11 19:53:05Z,83.37552742616033
CRSH,2024-10-03,0.98,12.4,monthly,yfinance,2025-08-11 19:53:06Z,94.83870967741936
CRSH,2024-10-31,0.449,11.17,monthly,yfinance,2025-08-11 19:53:06Z,48.236347358997314
CRSH,2024-11-29,0.375,7.7,monthly,yfinance,2025-08-11 19:53:07Z,58.44155844155844
CRSH,2024-12-27,0.371,5.9,monthly,yfinance,2025-08-11 19:53:07Z,75.45762711864407
CRSH,2025-01-23,0.286,5.76,monthly,yfinance,2025-08-11 19:53:08Z,59.58333333333332
CRSH,2025-02-20,0.381,6.17,monthly,yfinance,2025-08-11 19:53:08Z,74.10048622366288
CRSH,2025-03-20,0.646,7.59,monthly,yfinance,2025-08-11 19:53:09Z,102.13438735177867
CRSH,2025-04-17,0.562,7.06,monthly,yfinance,2025-08-11 19:53:10Z,95.52407932011333
CRSH,2025-05-15,0.315,4.7,monthly,yfinance,2025-08-11 19:53:10Z,80.42553191489363
CRSH,2025-06-12,0.253,4.64,monthly,yfinance,2025-08-11 19:53:10Z,65.43103448275862
CRSH,2025-07-10,0.216,4.55,monthly,yfinance,2025-08-11 19:53:11Z,56.96703296703297
CRSH,2025-08-07,0.195,4.2,monthly,yfinance,2025-08-11 19:53:12Z,55.71428571428571
DEEP,2020-09-15,0.015,23.091999,quarterly,yfinance,2025-08-11 19:53:13Z,0.25983025549238936
DEEP,2020-12-24,0.143,27.738001,quarterly,yfinance,2025-08-11 19:53:13Z,2.0621529287564737
DEEP,2021-03-16,0.073,34.763,quarterly,yfinance,2025-08-11 19:53:14Z,0.8399735350804016
DEEP,2021-06-15,0.159,36.033001,quarterly,yfinance,2025-08-11 19:53:14Z,1.765048656369199
DEEP,2021-09-14,0.013,33.886002,quarterly,yfinance,2025-08-11 19:53:16Z,0.15345569536353096
DEEP,2021-12-15,0.287,36.41,quarterly,yfinance,2025-08-11 19:53:16Z,3.152979950563032
DEEP,2022-03-15,0.029,33.995998,quarterly,yfinance,2025-08-11 19:53:17Z,0.3412166337931894
DEEP,2022-06-14,0.109,30.017,quarterly,yfinance,2025-08-11 19:53:17Z,1.4525102441949562
DEEP,2022-09-13,0.005,30.164,quarterly,yfinance,2025-08-11 19:53:19Z,0.06630420368651373
DEEP,2022-12-13,0.242,31.042,quarterly,yfinance,2025-08-11 19:53:19Z,3.1183557760453575
DEEP,2023-03-14,0.089,31.718,quarterly,yfinance,2025-08-11 19:53:20Z,1.122391071315972
DEEP,2023-06-13,0.168,33.403,quarterly,yfinance,2025-08-11 19:53:20Z,2.0117953477232584
DEEP,2023-09-12,0.015,32.970001,quarterly,yfinance,2025-08-11 19:53:20Z,0.1819836159543944
DEEP,2023-12-26,0.335,36.623001,quarterly,yfinance,2025-08-11 19:53:21Z,3.658902775335096
DEEP,2024-03-25,0.073,35.146,quarterly,yfinance,2025-08-11 19:53:21Z,0.8308200079667671
DEEP,2024-06-24,0.14,34.290001,quarterly,yfinance,2025-08-11 19:53:23Z,1.6331291445573306
DEEP,2024-09-24,0.009,35.764,quarterly,yfinance,2025-08-11 19:53:23Z,0.1006598814450285
DEEP,2024-12-30,0.455,34.223999,quarterly,yfinance,2025-08-11 19:53:24Z,5.317905718732636
DEEP,2025-03-27,0.256,31.701,quarterly,yfinance,2025-08-11 19:53:24Z,3.230182013185704
DEEP,2025-06-26,0.021,32.93,monthly,yfinance,2025-08-11 19:53:25Z,0.7652596416641361
DIPS,2024-09-06,1.217,19.85,monthly,yfinance,2025-08-11 19:53:26Z,73.57178841309823
DIPS,2024-10-10,0.686,15.33,monthly,yfinance,2025-08-11 19:53:27Z,53.6986301369863
DIPS,2024-11-07,0.613,13.11,monthly,yfinance,2025-08-11 19:53:28Z,56.109839816933636
DIPS,2024-12-05,0.637,12.66,monthly,yfinance,2025-08-11 19:53:28Z,60.37914691943128
DIPS,2025-01-03,0.506,12.01,monthly,yfinance,2025-08-11 19:53:29Z,50.55786844296419
DIPS,2025-01-30,0.503,12.72,monthly,yfinance,2025-08-11 19:53:29Z,47.45283018867924
DIPS,2025-02-27,0.585,12.15,monthly,yfinance,2025-08-11 19:53:30Z,57.77777777777777
DIPS,2025-03-27,0.585,12.45,monthly,yfinance,2025-08-11 19:53:32Z,56.3855421686747
DIPS,2025-04-24,0.619,11.46,monthly,yfinance,2025-08-11 19:53:32Z,64.81675392670157
DIPS,2025-05-22,0.353,8.87,monthly,yfinance,2025-08-11 19:53:33Z,47.75648252536641
DIPS,2025-06-20,0.292,8.17,monthly,yfinance,2025-08-11 19:53:34Z,42.88861689106487
DIPS,2025-07-17,0.172,6.71,monthly,yfinance,2025-08-11 19:53:34Z,30.76005961251863
DIPS,2025-08-14,0.179,6.31,monthly,yfinance,2025-08-18 06:36:34Z,34.04120443740094
DISO,2023-10-06,0.264,20.018,monthly,yfinance,2025-08-11 19:53:35Z,15.825756818863024
DISO,2023-11-08,0.723,19.712,monthly,yfinance,2025-08-11 19:53:36Z,44.013798701298704
DISO,2023-12-07,0.423,20.66,monthly,yfinance,2025-08-11 19:53:36Z,24.56921587608906
DISO,2024-01-05,0.564,20.073,monthly,yfinance,2025-08-11 19:53:37Z,33.71693319384247
DISO,2024-02-07,0.305,21.274,monthly,yfinance,2025-08-11 19:53:39Z,17.20409890006581
DISO,2024-03-06,0.772,21.018999,monthly,yfinance,2025-08-11 19:53:39Z,44.074410965051186
DISO,2024-04-04,0.68,20.98,monthly,yfinance,2025-08-11 19:53:40Z,38.894184938036226
DISO,2024-05-06,0.706,20.450001,monthly,yfinance,2025-08-11 19:53:40Z,41.42787083482294
DISO,2024-06-06,0.442,17.943001,monthly,yfinance,2025-08-11 19:53:42Z,29.560272554184223
DISO,2024-07-05,0.365,17.290001,monthly,yfinance,2025-08-11 19:53:42Z,25.33256070951066
DISO,2024-08-07,0.393,15.41,monthly,yfinance,2025-08-11 19:53:43Z,30.603504218040236
DISO,2024-09-06,0.464,15.196,monthly,yfinance,2025-08-11 19:53:44Z,36.641221374045806
DISO,2024-10-24,0.515,15.705,monthly,yfinance,2025-08-11 19:53:45Z,39.350525310410696
DISO,2024-11-21,0.7,17.48,monthly,yfinance,2025-08-11 19:53:45Z,48.05491990846681
DISO,2024-12-19,0.362,16.629999,monthly,yfinance,2025-08-11 19:53:46Z,26.121468798645143
DISO,2025-01-16,0.278,15.99,monthly,yfinance,2025-08-11 19:53:46Z,20.863039399624768
DISO,2025-02-13,0.457,15.94,monthly,yfinance,2025-08-11 19:53:47Z,34.40401505646173
DISO,2025-03-13,0.288,14.02,monthly,yfinance,2025-08-11 19:53:47Z,24.650499286733236
DISO,2025-04-10,0.325,12.113,monthly,yfinance,2025-08-11 19:53:48Z,32.19681334103856
DISO,2025-05-08,0.529,13.734,monthly,yfinance,2025-08-11 19:53:48Z,46.22105723023155
DISO,2025-06-05,0.559,13.861,monthly,yfinance,2025-08-11 19:53:49Z,48.394776711636965
DISO,2025-07-03,0.416,14.48,monthly,yfinance,2025-08-11 19:53:49Z,34.47513812154696
DISO,2025-07-31,0.274,13.688,monthly,yfinance,2025-08-11 19:53:50Z,24.02104032729398
DRAG,2024-12-30,0.218,21.23,monthly,yfinance,2025-08-11 19:53:51Z,12.32218558643429
FBY,2023-09-08,0.282,19.096001,monthly,yfinance,2025-08-11 19:53:51Z,17.72098776073587
FBY,2023-10-06,0.451,20.219999,monthly,yfinance,2025-08-11 19:53:52Z,26.765579958732932
FBY,2023-11-08,0.482,20.09,monthly,yfinance,2025-08-11 19:53:52Z,28.790443006470877
FBY,2023-12-07,0.595,20.214001,monthly,yfinance,2025-08-11 19:53:53Z,35.322052274559596
FBY,2024-01-05,0.987,20.700001,monthly,yfinance,2025-08-11 19:53:53Z,57.21738854022277
FBY,2024-02-07,1.176,22.379999,monthly,yfinance,2025-08-11 19:53:54Z,63.056303085625686
FBY,2024-03-06,1.179,22.74,monthly,yfinance,2025-08-11 19:53:54Z,62.21635883905014
FBY,2024-04-04,1.171,22.120001,monthly,yfinance,2025-08-11 19:53:55Z,63.52621774293772
FBY,2024-05-06,0.898,19.280001,monthly,yfinance,2025-08-11 19:53:55Z,55.89211328360408
FBY,2024-06-06,0.692,18.93,monthly,yfinance,2025-08-11 19:53:56Z,43.86687797147385
FBY,2024-07-05,0.703,19.700001,monthly,yfinance,2025-08-11 19:53:57Z,42.82233285165823
FBY,2024-08-07,0.794,17.879999,monthly,yfinance,2025-08-11 19:53:57Z,53.288593584373245
FBY,2024-09-06,0.534,17.870001,monthly,yfinance,2025-08-11 19:53:58Z,35.858979526637974
FBY,2024-10-10,0.923,19.389999,monthly,yfinance,2025-08-11 19:53:58Z,57.12223089851629
FBY,2024-11-07,0.836,19.41,monthly,yfinance,2025-08-11 19:53:59Z,51.68469860896445
FBY,2024-12-05,0.375,19.32,monthly,yfinance,2025-08-11 19:53:59Z,23.29192546583851
FBY,2025-01-03,0.444,19.01,monthly,yfinance,2025-08-11 19:54:00Z,28.02735402419779
FBY,2025-01-30,0.639,19.969999,monthly,yfinance,2025-08-11 19:54:01Z,38.39759831735595
FBY,2025-02-27,0.477,18.780001,monthly,yfinance,2025-08-11 19:54:01Z,30.479231603874783
FBY,2025-03-27,0.551,16.870001,monthly,yfinance,2025-08-11 19:54:01Z,39.19383288714684
FBY,2025-04-24,0.522,14.3,monthly,yfinance,2025-08-11 19:54:02Z,43.80419580419581
FBY,2025-05-22,0.637,15.65,monthly,yfinance,2025-08-11 19:54:02Z,48.843450479233226
FBY,2025-06-20,0.536,16.07,monthly,yfinance,2025-08-11 19:54:03Z,40.024891101431244
FBY,2025-07-17,0.499,16.0,monthly,yfinance,2025-08-11 19:54:03Z,37.425
FBY,2025-08-14,0.624,16.92,monthly,yfinance,2025-08-18 06:36:35Z,44.25531914893616
FIAT,2024-08-07,1.892,20.35,monthly,yfinance,2025-08-11 19:54:04Z,111.56756756756756
FIAT,2024-09-06,1.871,21.049999,monthly,yfinance,2025-08-11 19:54:04Z,106.6603376085671
FIAT,2024-10-17,1.451,15.78,monthly,yfinance,2025-08-11 19:54:05Z,110.34220532319392
FIAT,2024-11-14,0.726,9.27,monthly,yfinance,2025-08-11 19:54:05Z,93.98058252427185
FIAT,2024-12-12,0.682,7.85,monthly,yfinance,2025-08-11 19:54:05Z,104.25477707006372
FIAT,2025-01-08,0.653,8.37,monthly,yfinance,2025-08-11 19:54:06Z,93.62007168458783
FIAT,2025-02-06,0.55,7.46,monthly,yfinance,2025-08-11 19:54:06Z,88.47184986595174
FIAT,2025-03-06,0.683,8.02,monthly,yfinance,2025-08-11 19:54:07Z,102.19451371571076
FIAT,2025-04-03,0.924,8.65,monthly,yfinance,2025-08-11 19:54:07Z,128.1849710982659
FIAT,2025-05-01,0.562,6.76,monthly,yfinance,2025-08-11 19:54:08Z,99.76331360946746
FIAT,2025-05-29,0.267,5.21,monthly,yfinance,2025-08-11 19:54:08Z,61.49712092130518
FIAT,2025-06-26,0.154,3.25,monthly,yfinance,2025-08-11 19:54:09Z,56.86153846153845
FIAT,2025-07-24,0.138,2.9,monthly,yfinance,2025-08-11 19:54:10Z,57.10344827586208
FIAT,2025-08-21,0.269,3.2,monthly,yfinance,2025-08-25 09:05:01Z,100.875
GDXY,2024-07-05,0.796,18.75,monthly,yfinance,2025-08-11 19:54:11Z,50.944
GDXY,2024-08-07,0.579,17.299999,monthly,yfinance,2025-08-11 19:54:11Z,40.161852032477
GDXY,2024-09-06,0.601,17.059999,monthly,yfinance,2025-08-11 19:54:12Z,42.27432838653741
GDXY,2024-10-10,0.606,17.51,monthly,yfinance,2025-08-11 19:54:13Z,41.53055396916048
GDXY,2024-11-07,0.485,16.540001,monthly,yfinance,2025-08-11 19:54:13Z,35.18742229822114
GDXY,2024-12-05,0.378,15.38,monthly,yfinance,2025-08-11 19:54:14Z,29.492847854356302
GDXY,2025-01-03,0.35,14.38,monthly,yfinance,2025-08-11 19:54:14Z,29.207232267037547
GDXY,2025-01-30,0.594,15.1,monthly,yfinance,2025-08-11 19:54:15Z,47.205298013245034
GDXY,2025-02-27,0.442,14.76,monthly,yfinance,2025-08-11 19:54:15Z,35.9349593495935
GDXY,2025-03-27,0.639,15.97,monthly,yfinance,2025-08-11 19:54:16Z,48.015028177833436
GDXY,2025-04-24,0.728,15.73,monthly,yfinance,2025-08-11 19:54:16Z,55.53719008264463
GDXY,2025-05-22,0.374,14.94,monthly,yfinance,2025-08-11 19:54:17Z,30.040160642570278
GDXY,2025-06-20,0.845,14.89,monthly,yfinance,2025-08-11 19:54:17Z,68.09939556749497
GDXY,2025-07-17,0.332,14.48,monthly,yfinance,2025-08-11 19:54:19Z,27.513812154696133
GDXY,2025-08-14,0.61,15.02,monthly,yfinance,2025-08-18 06:36:36Z,48.73501997336884
GOOY,2023-09-08,0.291,20.327999,monthly,yfinance,2025-08-11 19:54:20Z,17.178277114240316
GOOY,2023-10-06,0.39,20.209999,monthly,yfinance,2025-08-11 19:54:20Z,23.156854188859683
GOOY,2023-11-08,0.391,18.84,monthly,yfinance,2025-08-11 19:54:21Z,24.904458598726116
GOOY,2023-12-07,0.374,18.200001,monthly,yfinance,2025-08-11 19:54:21Z,24.659339304431903
GOOY,2024-01-05,0.23,17.700001,monthly,yfinance,2025-08-11 19:54:22Z,15.593219458010202
