Ticker,Ex-Div Date,Dividend,Price on Ex-Date,Annualized Yield %,Frequency,Source
HGY.TO,2016-09-28,0.046,7.069,7.809,monthly,yfinance
HGY.TO,2016-10-27,0.044,6.811,7.752,monthly,yfinance
HGY.TO,2016-11-28,0.042,6.401,7.874,monthly,yfinance
HGY.TO,2016-12-28,0.04,6.138,7.821,monthly,yfinance
HGY.TO,2017-01-27,0.04,6.339,7.572,monthly,yfinance
HGY.TO,2017-02-24,0.04,6.579,7.296,monthly,yfinance
HGY.TO,2017-03-29,0.04,6.579,7.296,monthly,yfinance
HGY.TO,2017-04-25,0.044,6.607,7.992,monthly,yfinance
HGY.TO,2017-05-29,0.044,6.597,8.004,monthly,yfinance
HGY.TO,2017-06-28,0.04,6.546,7.333,monthly,yfinance
HGY.TO,2017-07-27,0.038,6.57,6.941,monthly,yfinance
HGY.TO,2017-08-29,0.036,6.788,6.365,monthly,yfinance
HGY.TO,2017-09-28,0.034,6.654,6.132,monthly,yfinance
HGY.TO,2017-10-30,0.038,6.601,6.909,monthly,yfinance
HGY.TO,2017-11-29,0.038,6.664,6.842,monthly,yfinance
HGY.TO,2017-12-28,0.038,6.65,6.857,monthly,yfinance
HGY.TO,2018-01-30,0.036,6.819,6.335,monthly,yfinance
HGY.TO,2018-02-27,0.042,6.727,7.492,monthly,yfinance
HGY.TO,2018-03-28,0.036,6.764,6.386,monthly,yfinance
HGY.TO,2018-04-27,0.04,6.711,7.152,monthly,yfinance
HGY.TO,2018-05-30,0.036,6.642,6.504,monthly,yfinance
HGY.TO,2018-06-28,0.036,6.357,6.795,monthly,yfinance
HGY.TO,2018-07-30,0.036,6.22,6.945,monthly,yfinance
HGY.TO,2018-08-30,0.032,6.106,6.289,monthly,yfinance
HGY.TO,2018-09-27,0.032,6.047,6.351,monthly,yfinance
HGY.TO,2018-10-30,0.036,6.153,7.022,monthly,yfinance
HGY.TO,2018-11-29,0.036,6.205,6.963,monthly,yfinance
HGY.TO,2018-12-28,0.036,6.449,6.699,monthly,yfinance
HGY.TO,2019-01-30,0.034,6.583,6.198,monthly,yfinance
HGY.TO,2019-02-27,0.036,6.566,6.579,monthly,yfinance
HGY.TO,2019-03-28,0.034,6.479,6.298,monthly,yfinance
HGY.TO,2019-04-29,0.032,6.403,5.997,monthly,yfinance
HGY.TO,2019-05-30,0.032,6.412,5.989,monthly,yfinance
HGY.TO,2019-06-27,0.036,6.872,6.287,monthly,yfinance
HGY.TO,2019-07-30,0.036,6.925,6.238,monthly,yfinance
HGY.TO,2019-08-29,0.036,7.304,5.915,monthly,yfinance
HGY.TO,2019-09-27,0.04,7.219,6.65,monthly,yfinance
HGY.TO,2019-10-30,0.038,7.189,6.343,monthly,yfinance
HGY.TO,2019-11-28,0.036,7.057,6.121,monthly,yfinance
HGY.TO,2019-12-30,0.034,7.297,5.591,monthly,yfinance
HGY.TO,2020-01-30,0.036,7.539,5.73,monthly,yfinance
HGY.TO,2020-02-27,0.04,8.031,5.977,monthly,yfinance
HGY.TO,2020-03-30,0.052,7.619,8.19,monthly,yfinance
HGY.TO,2020-04-29,0.046,8.075,6.836,monthly,yfinance
HGY.TO,2020-05-28,0.044,8.093,6.524,monthly,yfinance
HGY.TO,2020-06-29,0.06,8.328,8.645,monthly,yfinance
HGY.TO,2020-07-30,0.054,8.929,7.257,monthly,yfinance
HGY.TO,2020-08-28,0.072,8.998,9.602,monthly,yfinance
HGY.TO,2020-09-29,0.062,8.731,8.521,monthly,yfinance
HGY.TO,2020-10-29,0.066,8.616,9.193,monthly,yfinance
HGY.TO,2020-11-27,0.06,8.283,8.692,monthly,yfinance
HGY.TO,2020-12-30,0.06,8.632,8.341,monthly,yfinance
HGY.TO,2021-01-28,0.06,8.51,8.46,monthly,yfinance
HGY.TO,2021-02-25,0.058,8.217,8.47,monthly,yfinance
HGY.TO,2021-03-30,0.052,7.825,7.975,monthly,yfinance
HGY.TO,2021-04-29,0.05,8.172,7.342,monthly,yfinance
HGY.TO,2021-05-28,0.05,8.662,6.927,monthly,yfinance
HGY.TO,2021-06-29,0.046,8.026,6.878,monthly,yfinance
HGY.TO,2021-07-29,0.046,8.298,6.652,monthly,yfinance
HGY.TO,2021-08-30,0.048,8.225,7.003,monthly,yfinance
HGY.TO,2021-09-28,0.046,7.96,6.935,monthly,yfinance
HGY.TO,2021-10-28,0.048,8.189,7.034,monthly,yfinance
HGY.TO,2021-11-29,0.048,8.115,7.098,monthly,yfinance
HGY.TO,2021-12-30,0.05,8.252,7.271,monthly,yfinance
HGY.TO,2022-01-28,0.054,8.134,7.967,monthly,yfinance
HGY.TO,2022-02-25,0.054,8.535,7.592,monthly,yfinance
HGY.TO,2022-03-30,0.056,8.695,7.728,monthly,yfinance
HGY.TO,2022-04-28,0.056,8.561,7.85,monthly,yfinance
HGY.TO,2022-05-30,0.052,8.406,7.423,monthly,yfinance
HGY.TO,2022-06-29,0.052,8.25,7.564,monthly,yfinance
HGY.TO,2022-07-28,0.048,7.957,7.239,monthly,yfinance
HGY.TO,2022-08-30,0.05,7.831,7.662,monthly,yfinance
HGY.TO,2022-09-28,0.048,7.586,7.593,monthly,yfinance
HGY.TO,2022-10-28,0.046,7.557,7.304,monthly,yfinance
HGY.TO,2022-11-29,0.047,7.929,7.113,monthly,yfinance
HGY.TO,2022-12-29,0.05,8.169,7.345,monthly,yfinance
HGY.TO,2023-01-30,0.05,8.538,7.027,monthly,yfinance
HGY.TO,2023-02-27,0.05,8.115,7.394,monthly,yfinance
HGY.TO,2023-03-30,0.05,8.645,6.94,monthly,yfinance
HGY.TO,2023-04-27,0.05,8.689,6.905,monthly,yfinance
HGY.TO,2023-05-30,0.05,8.61,6.968,monthly,yfinance
HGY.TO,2023-06-29,0.05,8.452,7.099,monthly,yfinance
HGY.TO,2023-07-28,0.05,8.674,6.918,monthly,yfinance
HGY.TO,2023-08-30,0.05,8.576,6.997,monthly,yfinance
HGY.TO,2023-09-28,0.05,8.298,7.231,monthly,yfinance
HGY.TO,2023-10-30,0.05,8.73,6.873,monthly,yfinance
HGY.TO,2023-11-29,0.05,8.902,6.74,monthly,yfinance
HGY.TO,2023-12-28,0.05,9.011,6.658,monthly,yfinance
HGY.TO,2024-01-30,0.05,8.92,6.727,monthly,yfinance
HGY.TO,2024-02-28,0.05,8.938,6.713,monthly,yfinance
HGY.TO,2024-03-27,0.05,9.428,6.364,monthly,yfinance
HGY.TO,2024-04-29,0.05,9.837,6.099,monthly,yfinance
HGY.TO,2024-05-31,0.05,9.837,6.1,monthly,yfinance
HGY.TO,2024-06-28,0.05,9.855,6.088,monthly,yfinance
HGY.TO,2024-07-31,0.05,10.299,5.826,monthly,yfinance
HGY.TO,2024-08-30,0.05,10.516,5.705,monthly,yfinance
HGY.TO,2024-09-27,0.05,10.992,5.459,monthly,yfinance
HGY.TO,2024-10-31,0.05,11.335,5.293,monthly,yfinance
HGY.TO,2024-11-29,0.05,10.913,5.498,monthly,yfinance
HGY.TO,2024-12-31,0.05,10.913,5.498,monthly,yfinance
HGY.TO,2025-01-31,0.06,11.475,6.275,monthly,yfinance
HGY.TO,2025-02-28,0.06,11.61,6.201,monthly,yfinance
HGY.TO,2025-03-31,0.06,12.51,5.755,monthly,yfinance
HGY.TO,2025-04-30,0.06,13.02,5.53,monthly,yfinance
HGY.TO,2025-05-30,0.06,13.03,5.526,monthly,yfinance
HGY.TO,2025-06-30,0.06,13.12,5.488,monthly,yfinance
HGY.TO,2025-07-31,0.06,13.08,5.505,monthly,yfinance
HHIS.TO,2025-02-28,0.25,10.29,29.155,monthly,yfinance
HHIS.TO,2025-03-31,0.25,9.421,31.843,monthly,yfinance
HHIS.TO,2025-04-30,0.25,9.879,30.368,monthly,yfinance
HHIS.TO,2025-05-30,0.25,10.923,27.465,monthly,yfinance
HHIS.TO,2025-06-30,0.25,12.091,24.812,monthly,yfinance
HHIS.TO,2025-07-31,0.25,12.94,23.184,monthly,yfinance
HHLE.TO,2022-11-29,0.091,7.845,13.921,monthly,yfinance
HHLE.TO,2022-12-29,0.091,7.973,13.697,monthly,yfinance
HHLE.TO,2023-01-30,0.091,7.725,14.136,monthly,yfinance
HHLE.TO,2023-02-27,0.091,7.551,14.461,monthly,yfinance
HHLE.TO,2023-03-30,0.091,7.729,14.129,monthly,yfinance
HHLE.TO,2023-04-27,0.091,8.116,13.455,monthly,yfinance
HHLE.TO,2023-05-30,0.091,7.687,14.206,monthly,yfinance
HHLE.TO,2023-06-29,0.091,7.956,13.726,monthly,yfinance
HHLE.TO,2023-07-28,0.091,8.234,13.262,monthly,yfinance
HHLE.TO,2023-08-30,0.091,8.291,13.171,monthly,yfinance
HHLE.TO,2023-09-28,0.091,7.978,13.688,monthly,yfinance
HHLE.TO,2023-10-30,0.091,7.393,14.771,monthly,yfinance
HHLE.TO,2023-11-29,0.091,8.003,13.645,monthly,yfinance
HHLE.TO,2023-12-28,0.091,8.469,12.893,monthly,yfinance
HHLE.TO,2024-01-30,0.091,8.873,12.307,monthly,yfinance
HHLE.TO,2024-02-28,0.091,9.136,11.953,monthly,yfinance
HHLE.TO,2024-03-27,0.091,9.189,11.884,monthly,yfinance
HHLE.TO,2024-04-29,0.091,8.837,12.357,monthly,yfinance
HHLE.TO,2024-05-31,0.091,9.048,12.069,monthly,yfinance
HHLE.TO,2024-06-28,0.091,9.255,11.799,monthly,yfinance
HHLE.TO,2024-07-31,0.093,9.58,11.65,monthly,yfinance
HHLE.TO,2024-08-30,0.093,10.233,10.906,monthly,yfinance
HHLE.TO,2024-09-27,0.093,10.029,11.127,monthly,yfinance
HHLE.TO,2024-10-31,0.093,9.451,11.808,monthly,yfinance
HHLE.TO,2024-11-29,0.093,9.445,11.816,monthly,yfinance
HHLE.TO,2024-12-31,0.093,8.747,12.759,monthly,yfinance
HHLE.TO,2025-01-31,0.093,9.481,11.771,monthly,yfinance
HHLE.TO,2025-02-28,0.093,9.531,11.709,monthly,yfinance
HHLE.TO,2025-03-31,0.093,9.322,11.972,monthly,yfinance
HHLE.TO,2025-04-30,0.093,8.76,12.74,monthly,yfinance
HHLE.TO,2025-05-30,0.093,8.375,13.325,monthly,yfinance
HHLE.TO,2025-06-30,0.093,8.467,13.181,monthly,yfinance
HHLE.TO,2025-07-31,0.093,8.17,13.66,monthly,yfinance
HIND.TO,2024-05-31,0.07,10.587,7.934,monthly,yfinance
HIND.TO,2024-06-28,0.07,10.532,7.976,monthly,yfinance
HIND.TO,2024-07-31,0.07,11.079,7.582,monthly,yfinance
HIND.TO,2024-08-30,0.07,10.874,7.725,monthly,yfinance
HIND.TO,2024-09-27,0.07,11.324,7.418,monthly,yfinance
HIND.TO,2024-10-31,0.07,11.578,7.255,monthly,yfinance
HIND.TO,2024-11-29,0.07,12.242,6.862,monthly,yfinance
HIND.TO,2024-12-31,0.07,11.327,7.416,monthly,yfinance
HIND.TO,2025-01-31,0.07,11.95,7.029,monthly,yfinance
HIND.TO,2025-02-28,0.07,11.7,7.18,monthly,yfinance
HIND.TO,2025-03-31,0.07,11.177,7.516,monthly,yfinance
HIND.TO,2025-04-30,0.07,10.805,7.774,monthly,yfinance
HIND.TO,2025-05-30,0.07,11.484,7.315,monthly,yfinance
HIND.TO,2025-06-30,0.07,11.771,7.136,monthly,yfinance
HIND.TO,2025-07-31,0.07,11.95,7.029,monthly,yfinance
HLIF.TO,2022-07-28,0.058,7.452,9.34,monthly,yfinance
HLIF.TO,2022-08-30,0.058,7.465,9.323,monthly,yfinance
HLIF.TO,2022-09-28,0.058,7.144,9.742,monthly,yfinance
HLIF.TO,2022-10-28,0.058,7.328,9.498,monthly,yfinance
HLIF.TO,2022-11-29,0.058,7.505,9.274,monthly,yfinance
HLIF.TO,2022-12-29,0.058,7.324,9.503,monthly,yfinance
HLIF.TO,2023-01-30,0.058,7.782,8.943,monthly,yfinance
HLIF.TO,2023-02-27,0.058,7.673,9.07,monthly,yfinance
HLIF.TO,2023-03-30,0.058,7.506,9.273,monthly,yfinance
HLIF.TO,2023-04-27,0.058,7.822,8.897,monthly,yfinance
HLIF.TO,2023-05-30,0.058,7.559,9.207,monthly,yfinance
HLIF.TO,2023-06-29,0.058,7.524,9.251,monthly,yfinance
HLIF.TO,2023-07-28,0.058,7.753,8.978,monthly,yfinance
HLIF.TO,2023-08-30,0.058,7.588,9.173,monthly,yfinance
HLIF.TO,2023-09-28,0.058,7.318,9.51,monthly,yfinance
HLIF.TO,2023-10-30,0.058,7.021,9.914,monthly,yfinance
HLIF.TO,2023-11-29,0.058,7.457,9.333,monthly,yfinance
HLIF.TO,2023-12-28,0.058,7.782,8.944,monthly,yfinance
HLIF.TO,2024-01-30,0.058,7.874,8.84,monthly,yfinance
HLIF.TO,2024-02-28,0.058,7.814,8.907,monthly,yfinance
HLIF.TO,2024-03-27,0.058,8.019,8.679,monthly,yfinance
HLIF.TO,2024-04-29,0.058,7.995,8.706,monthly,yfinance
HLIF.TO,2024-05-31,0.058,8.162,8.528,monthly,yfinance
HLIF.TO,2024-06-28,0.058,7.999,8.701,monthly,yfinance
HLIF.TO,2024-07-31,0.058,8.437,8.25,monthly,yfinance
HLIF.TO,2024-08-30,0.058,8.658,8.039,monthly,yfinance
HLIF.TO,2024-09-27,0.058,8.933,7.792,monthly,yfinance
HLIF.TO,2024-10-31,0.058,9.001,7.732,monthly,yfinance
HLIF.TO,2024-11-29,0.058,9.426,7.384,monthly,yfinance
HLIF.TO,2024-12-31,0.058,9.1,7.648,monthly,yfinance
HLIF.TO,2025-01-31,0.058,9.141,7.614,monthly,yfinance
HLIF.TO,2025-02-28,0.058,9.192,7.571,monthly,yfinance
HLIF.TO,2025-03-31,0.058,9.356,7.439,monthly,yfinance
HLIF.TO,2025-04-30,0.058,9.295,7.488,monthly,yfinance
HLIF.TO,2025-05-30,0.058,9.627,7.229,monthly,yfinance
HLIF.TO,2025-06-30,0.058,9.804,7.099,monthly,yfinance
HLIF.TO,2025-07-31,0.058,10.035,6.936,monthly,yfinance
HMAX.TO,2023-02-27,0.185,11.232,19.764,monthly,yfinance
HMAX.TO,2023-03-30,0.185,10.458,21.227,monthly,yfinance
HMAX.TO,2023-04-27,0.18,10.765,20.065,monthly,yfinance
HMAX.TO,2023-05-30,0.18,10.404,20.761,monthly,yfinance
HMAX.TO,2023-06-29,0.18,10.609,20.361,monthly,yfinance
HMAX.TO,2023-07-28,0.18,10.948,19.73,monthly,yfinance
HMAX.TO,2023-08-30,0.18,10.597,20.382,monthly,yfinance
HMAX.TO,2023-09-28,0.178,10.356,20.627,monthly,yfinance
HMAX.TO,2023-10-30,0.178,9.774,21.854,monthly,yfinance
HMAX.TO,2023-11-29,0.175,10.478,20.042,monthly,yfinance
HMAX.TO,2023-12-28,0.175,11.079,18.954,monthly,yfinance
HMAX.TO,2024-01-30,0.175,11.171,18.798,monthly,yfinance
HMAX.TO,2024-02-28,0.173,11.189,18.554,monthly,yfinance
HMAX.TO,2024-03-27,0.173,11.56,17.958,monthly,yfinance
HMAX.TO,2024-04-29,0.171,11.329,18.112,monthly,yfinance
HMAX.TO,2024-05-31,0.172,11.583,17.819,monthly,yfinance
HMAX.TO,2024-06-28,0.17,11.397,17.9,monthly,yfinance
HMAX.TO,2024-07-31,0.17,12.007,16.99,monthly,yfinance
HMAX.TO,2024-08-30,0.169,12.311,16.473,monthly,yfinance
HMAX.TO,2024-09-27,0.17,12.831,15.899,monthly,yfinance
HMAX.TO,2024-10-31,0.17,12.775,15.968,monthly,yfinance
HMAX.TO,2024-11-29,0.17,13.564,15.04,monthly,yfinance
HMAX.TO,2024-12-31,0.169,13.417,15.115,monthly,yfinance
HMAX.TO,2025-01-31,0.169,13.733,14.767,monthly,yfinance
HMAX.TO,2025-02-28,0.168,13.58,14.846,monthly,yfinance
HMAX.TO,2025-03-31,0.168,13.112,15.375,monthly,yfinance
HMAX.TO,2025-04-30,0.166,13.29,14.988,monthly,yfinance
HMAX.TO,2025-05-30,0.165,13.962,14.181,monthly,yfinance
HMAX.TO,2025-06-30,0.165,14.407,13.743,monthly,yfinance
HMAX.TO,2025-07-31,0.165,14.57,13.59,monthly,yfinance
HPF.TO,2015-04-28,0.058,2.89,24.087,monthly,yfinance
HPF.TO,2015-06-26,0.058,2.69,25.874,monthly,yfinance
HPF.TO,2015-07-29,0.058,2.422,28.733,monthly,yfinance
HPF.TO,2015-08-27,0.058,2.137,32.565,monthly,yfinance
HPF.TO,2015-09-28,0.058,2.167,32.121,monthly,yfinance
HPF.TO,2015-10-28,0.058,2.457,28.326,monthly,yfinance
HPF.TO,2015-11-26,0.058,2.43,28.643,monthly,yfinance
HPF.TO,2015-12-29,0.058,2.075,33.54,monthly,yfinance
HPF.TO,2016-01-27,0.058,1.897,36.687,monthly,yfinance
HPF.TO,2016-02-25,0.058,1.936,35.942,monthly,yfinance
HPF.TO,2016-03-29,0.058,2.105,33.068,monthly,yfinance
HPF.TO,2016-04-27,0.058,2.364,29.437,monthly,yfinance
HPF.TO,2016-05-27,0.058,2.434,28.597,monthly,yfinance
HPF.TO,2016-06-28,0.058,2.517,27.656,monthly,yfinance
HPF.TO,2016-07-27,0.058,2.457,28.323,monthly,yfinance
HPF.TO,2016-08-29,0.058,2.439,28.533,monthly,yfinance
HPF.TO,2016-09-28,0.058,2.456,28.333,monthly,yfinance
HPF.TO,2016-10-27,0.058,2.551,27.283,monthly,yfinance
HPF.TO,2016-11-09,0.14,2.642,63.586,bi-weekly,yfinance
HPF.TO,2016-11-28,0.058,2.668,26.087,bi-weekly,yfinance
HPF.TO,2016-12-28,0.058,2.821,24.673,monthly,yfinance
HPF.TO,2017-01-27,0.058,2.806,24.804,monthly,yfinance
HPF.TO,2017-02-24,0.058,2.676,26.013,monthly,yfinance
HPF.TO,2017-03-29,0.058,2.684,25.928,monthly,yfinance
HPF.TO,2017-04-26,0.058,2.674,26.028,monthly,yfinance
HPF.TO,2017-05-29,0.058,2.612,26.651,monthly,yfinance
HPF.TO,2017-06-28,0.058,2.505,27.784,monthly,yfinance
HPF.TO,2017-07-27,0.058,2.558,27.212,monthly,yfinance
HPF.TO,2017-08-29,0.058,2.444,28.481,monthly,yfinance
HPF.TO,2017-09-28,0.058,2.672,26.049,monthly,yfinance
HPF.TO,2017-10-30,0.058,2.606,26.712,monthly,yfinance
HPF.TO,2017-11-29,0.058,2.615,26.619,monthly,yfinance
HPF.TO,2017-12-28,0.058,2.809,24.776,monthly,yfinance
HPF.TO,2018-01-30,0.03,2.861,12.583,monthly,yfinance
HPF.TO,2018-02-27,0.03,2.641,13.63,monthly,yfinance
HPF.TO,2018-03-28,0.03,2.599,13.852,monthly,yfinance
HPF.TO,2018-04-27,0.03,2.874,12.526,monthly,yfinance
HPF.TO,2018-05-30,0.03,2.965,12.142,monthly,yfinance
HPF.TO,2018-06-28,0.03,2.927,12.298,monthly,yfinance
HPF.TO,2018-07-30,0.03,3.014,11.946,monthly,yfinance
HPF.TO,2018-08-30,0.03,2.959,12.164,monthly,yfinance
HPF.TO,2018-09-27,0.03,3.003,11.988,monthly,yfinance
HPF.TO,2018-10-30,0.03,2.615,13.768,monthly,yfinance
HPF.TO,2018-11-29,0.03,2.571,14.003,monthly,yfinance
HPF.TO,2018-12-28,0.03,2.283,15.771,monthly,yfinance
HPF.TO,2019-01-30,0.03,2.489,14.462,monthly,yfinance
HPF.TO,2019-02-27,0.03,2.579,13.957,monthly,yfinance
HPF.TO,2019-03-28,0.03,2.585,13.927,monthly,yfinance
HPF.TO,2019-04-29,0.03,2.625,13.715,monthly,yfinance
HPF.TO,2019-05-30,0.03,2.373,15.173,monthly,yfinance
HPF.TO,2019-06-27,0.03,2.5,14.403,monthly,yfinance
HPF.TO,2019-07-30,0.03,2.494,14.435,monthly,yfinance
HPF.TO,2019-08-29,0.03,2.278,15.806,monthly,yfinance
HPF.TO,2019-09-27,0.03,2.384,15.102,monthly,yfinance
HPF.TO,2019-10-30,0.03,2.408,14.953,monthly,yfinance
HPF.TO,2019-11-28,0.03,2.414,14.916,monthly,yfinance
HPF.TO,2019-12-30,0.03,2.498,14.412,monthly,yfinance
HPF.TO,2020-01-30,0.03,2.364,15.227,monthly,yfinance
HPF.TO,2020-02-27,0.03,2.039,17.654,monthly,yfinance
HPF.TO,2020-03-30,0.03,1.199,30.02,monthly,yfinance
HPF.TO,2020-04-29,0.03,1.539,23.385,monthly,yfinance
HPF.TO,2020-05-28,0.03,1.533,23.487,monthly,yfinance
HPF.TO,2020-06-29,0.03,1.507,23.884,monthly,yfinance
HPF.TO,2020-07-30,0.03,1.5,23.997,monthly,yfinance
HPF.TO,2020-08-28,0.03,1.494,24.101,monthly,yfinance
HPF.TO,2020-09-29,0.03,1.279,28.153,monthly,yfinance
HPF.TO,2020-10-29,0.03,1.197,30.063,monthly,yfinance
HPF.TO,2020-11-27,0.03,1.627,22.131,monthly,yfinance
HPF.TO,2020-12-30,0.01,1.571,7.64,monthly,yfinance
HPF.TO,2021-01-28,0.01,1.641,7.313,monthly,yfinance
HPF.TO,2021-02-25,0.01,1.888,6.354,monthly,yfinance
HPF.TO,2021-03-30,0.01,1.896,6.331,monthly,yfinance
HPF.TO,2021-04-29,0.01,1.917,6.26,monthly,yfinance
HPF.TO,2021-05-28,0.01,1.988,6.035,monthly,yfinance
HPF.TO,2021-06-29,0.01,2.017,5.949,monthly,yfinance
HPF.TO,2021-07-29,0.01,1.916,6.262,monthly,yfinance
HPF.TO,2021-08-30,0.01,1.895,6.334,monthly,yfinance
HPF.TO,2021-09-28,0.01,2.047,5.862,monthly,yfinance
HPF.TO,2021-10-28,0.01,2.178,5.509,monthly,yfinance
HPF.TO,2021-11-29,0.015,2.057,8.749,monthly,yfinance
HPF.TO,2021-12-30,0.015,2.105,8.55,monthly,yfinance
HPF.TO,2022-01-28,0.015,2.331,7.724,monthly,yfinance
HPF.TO,2022-02-25,0.015,2.401,7.496,monthly,yfinance
HPF.TO,2022-03-30,0.015,2.674,6.732,monthly,yfinance
HPF.TO,2022-04-28,0.015,2.685,6.703,monthly,yfinance
HPF.TO,2022-05-30,0.015,2.967,6.066,monthly,yfinance
HPF.TO,2022-06-29,0.015,2.578,6.981,monthly,yfinance
HPF.TO,2022-07-28,0.025,2.582,11.618,monthly,yfinance
HPF.TO,2022-08-30,0.025,2.73,10.987,monthly,yfinance
HPF.TO,2022-09-28,0.025,2.457,12.208,monthly,yfinance
HPF.TO,2022-10-28,0.025,2.88,10.417,monthly,yfinance
HPF.TO,2022-11-29,0.025,3.017,9.945,monthly,yfinance
HPF.TO,2022-12-29,0.025,2.871,10.449,monthly,yfinance
HPF.TO,2023-01-30,0.025,2.914,10.295,monthly,yfinance
HPF.TO,2023-02-27,0.025,2.838,10.569,monthly,yfinance
HPF.TO,2023-03-30,0.025,2.706,11.086,monthly,yfinance
HPF.TO,2023-04-27,0.025,2.751,10.906,monthly,yfinance
HPF.TO,2023-05-30,0.025,2.608,11.503,monthly,yfinance
HPF.TO,2023-06-29,0.025,2.678,11.203,monthly,yfinance
HPF.TO,2023-07-28,0.025,2.831,10.598,monthly,yfinance
HPF.TO,2023-08-30,0.025,2.951,10.164,monthly,yfinance
HPF.TO,2023-09-28,0.025,3.04,9.87,monthly,yfinance
HPF.TO,2023-10-30,0.025,2.917,10.284,monthly,yfinance
HPF.TO,2023-11-29,0.025,2.938,10.21,monthly,yfinance
HPF.TO,2023-12-28,0.025,2.968,10.108,monthly,yfinance
HPF.TO,2024-01-30,0.025,2.938,10.211,monthly,yfinance
HPF.TO,2024-02-28,0.025,2.934,10.226,monthly,yfinance
HPF.TO,2024-03-27,0.025,3.139,9.556,monthly,yfinance
HPF.TO,2024-04-29,0.025,3.219,9.32,monthly,yfinance
HPF.TO,2024-05-31,0.025,3.135,9.57,monthly,yfinance
HPF.TO,2024-06-28,0.025,3.095,9.694,monthly,yfinance
HPF.TO,2024-07-31,0.025,3.167,9.473,monthly,yfinance
HPF.TO,2024-08-30,0.025,3.103,9.667,monthly,yfinance
HPF.TO,2024-09-27,0.025,2.971,10.097,monthly,yfinance
HPF.TO,2024-10-31,0.025,2.967,10.112,monthly,yfinance
HPF.TO,2024-11-29,0.025,3.087,9.717,monthly,yfinance
HPF.TO,2024-12-31,0.025,2.887,10.393,monthly,yfinance
HPF.TO,2025-01-31,0.025,2.929,10.244,monthly,yfinance
HPF.TO,2025-02-28,0.025,2.976,10.08,monthly,yfinance
HPF.TO,2025-03-31,0.025,3.111,9.644,monthly,yfinance
HPF.TO,2025-04-30,0.025,2.695,11.133,monthly,yfinance
HPF.TO,2025-05-30,0.025,2.768,10.84,monthly,yfinance
HPF.TO,2025-06-30,0.025,2.861,10.486,monthly,yfinance
HPF.TO,2025-07-31,0.025,2.96,10.135,monthly,yfinance
HPYM.TO,2024-02-28,0.08,10.328,9.295,monthly,yfinance
HPYM.TO,2024-03-27,0.08,10.426,9.208,monthly,yfinance
HPYM.TO,2024-04-29,0.08,10.176,9.434,monthly,yfinance
HPYM.TO,2024-05-31,0.08,10.266,9.351,monthly,yfinance
HPYM.TO,2024-06-28,0.08,10.384,9.245,monthly,yfinance
HPYM.TO,2024-07-31,0.08,10.63,9.031,monthly,yfinance
HPYM.TO,2024-08-30,0.08,10.731,8.946,monthly,yfinance
HPYM.TO,2024-09-27,0.08,10.851,8.847,monthly,yfinance
HPYM.TO,2024-10-31,0.08,10.502,9.141,monthly,yfinance
HPYM.TO,2024-11-29,0.08,10.686,8.984,monthly,yfinance
HPYM.TO,2024-12-31,0.08,10.356,9.27,monthly,yfinance
HPYM.TO,2025-01-31,0.08,10.413,9.22,monthly,yfinance
HPYM.TO,2025-02-28,0.08,10.643,9.02,monthly,yfinance
HPYM.TO,2025-03-31,0.08,10.667,9.0,monthly,yfinance
HPYM.TO,2025-04-30,0.08,10.774,8.911,monthly,yfinance
HPYM.TO,2025-05-30,0.08,10.666,9.0,monthly,yfinance
HPYM.TO,2025-06-30,0.08,10.79,8.897,monthly,yfinance
HPYM.TO,2025-07-31,0.08,10.75,8.93,monthly,yfinance
HPYT.TO,2023-10-30,0.15,8.421,21.375,monthly,yfinance
HPYT.TO,2023-11-29,0.15,9.009,19.98,monthly,yfinance
HPYT.TO,2023-12-28,0.15,9.287,19.381,monthly,yfinance
HPYT.TO,2024-01-30,0.15,9.021,19.954,monthly,yfinance
HPYT.TO,2024-02-28,0.15,8.944,20.124,monthly,yfinance
HPYT.TO,2024-03-27,0.15,9.07,19.846,monthly,yfinance
HPYT.TO,2024-04-29,0.15,8.675,20.75,monthly,yfinance
HPYT.TO,2024-05-31,0.15,8.804,20.445,monthly,yfinance
HPYT.TO,2024-06-28,0.15,8.957,20.096,monthly,yfinance
HPYT.TO,2024-07-31,0.15,9.238,19.484,monthly,yfinance
HPYT.TO,2024-08-30,0.15,9.38,19.191,monthly,yfinance
HPYT.TO,2024-09-27,0.15,9.605,18.741,monthly,yfinance
HPYT.TO,2024-10-31,0.15,9.085,19.814,monthly,yfinance
HPYT.TO,2024-11-29,0.15,9.25,19.459,monthly,yfinance
HPYT.TO,2024-12-31,0.15,8.684,20.728,monthly,yfinance
HPYT.TO,2025-01-31,0.15,8.71,20.667,monthly,yfinance
HPYT.TO,2025-02-28,0.15,9.13,19.715,monthly,yfinance
HPYT.TO,2025-03-31,0.15,9.062,19.864,monthly,yfinance
HPYT.TO,2025-04-30,0.15,8.962,20.085,monthly,yfinance
HPYT.TO,2025-05-30,0.15,8.694,20.703,monthly,yfinance
HPYT.TO,2025-06-30,0.13,8.899,17.53,monthly,yfinance
HPYT.TO,2025-07-31,0.13,8.84,17.647,monthly,yfinance
HTAE.TO,2022-11-29,0.106,7.681,16.56,monthly,yfinance
HTAE.TO,2022-12-29,0.106,7.39,17.213,monthly,yfinance
